0	40	9	100	35	0	0	0	19	0	100
1	40	0	100	35	0	0	0	19	0	100
2	50	1	100	25	0	0	0	19	0	100
3	15	0	85	10	0	0	0	19	0	100
4	18	0	85	15	0	0	0	19	0	100
5	80	0	85	20	0	0	0	19	0	160
6	40	0	100	20	100	0	0	18	0	100
7	75	10	100	15	10	0	0	19	0	140
8	75	15	100	15	10	0	0	19	0	140
9	75	13	100	15	10	0	0	19	0	140
10	40	0	100	35	0	0	0	19	0	100
11	55	0	100	30	0	0	0	19	0	100
12	1	0	30	5	0	0	0	19	0	180
13	80	0	100	10	0	8	0	18	1	160
14	0	0	0	20	0	16	0	8	2	0
15	50	0	95	30	0	0	0	19	0	100
16	40	2	100	35	0	0	0	18	1	100
17	60	2	100	35	0	0	0	19	0	120
18	0	0	0	20	0	0	-6	20	2	0
19	100	2	95	15	0	0	0	19	0	175
20	15	0	85	20	100	0	0	19	0	100
21	80	0	75	20	0	0	0	19	0	160
22	45	12	100	25	0	0	0	19	0	100
23	65	0	100	20	30	0	0	19	0	120
24	30	1	100	30	0	0	0	19	0	100
25	120	0	75	5	0	0	0	19	0	190
26	100	1	95	10	0	0	0	19	0	180
27	60	1	85	15	30	0	0	19	0	120
28	0	4	100	15	0	0	0	22	2	0
29	70	0	100	15	30	0	0	19	0	140
30	65	0	100	25	0	0	0	19	0	120
31	15	0	85	20	0	0	0	19	0	100
32	1	0	30	5	0	0	0	19	0	180
33	40	0	100	35	0	0	0	19	0	100
34	85	0	100	15	30	0	0	19	0	160
35	15	0	90	20	100	0	0	19	0	100
36	90	0	85	20	0	0	0	19	0	175
37	120	0	100	10	100	4	0	19	0	190
38	120	0	100	15	0	0	0	19	0	190
39	0	0	100	30	0	8	0	22	2	0
40	15	3	100	35	30	0	0	18	0	100
41	25	6	100	20	20	0	0	18	0	100
42	25	6	95	20	0	0	0	18	0	100
43	0	0	100	30	0	8	0	22	2	0
44	60	17	100	25	30	0	0	19	0	120
45	0	0	100	40	0	8	0	22	2	0
46	0	0	0	20	0	0	-6	20	2	0
47	0	0	55	15	0	0	0	22	2	0
48	0	0	55	20	0	0	0	22	2	0
49	1	0	90	20	0	0	0	18	1	100
50	0	0	100	20	0	0	0	22	2	0
51	40	3	100	30	10	8	0	18	1	100
52	40	10	100	25	10	0	0	18	1	100
53	95	10	100	15	10	0	0	18	1	175
54	0	15	0	30	0	16	0	8	2	0
55	40	11	100	25	0	0	0	18	1	100
56	120	11	80	5	0	0	0	18	1	190
57	95	11	100	15	0	32	0	18	1	175
58	95	15	100	10	10	0	0	18	1	175
59	120	15	70	5	10	8	0	18	1	190
60	65	14	100	20	10	0	0	18	1	120
61	65	11	100	20	10	0	0	18	1	120
62	65	15	100	20	10	0	0	18	1	120
63	150	0	90	5	0	0	0	18	1	200
64	35	2	100	35	0	0	0	19	0	100
65	80	2	100	20	0	0	0	19	0	160
66	80	1	80	20	0	0	0	19	0	160
67	1	1	100	20	0	0	0	19	0	160
68	1	1	100	20	0	1	-5	3	0	100
69	1	1	100	20	0	0	0	19	0	100
70	80	0	100	15	0	0	0	19	0	160
71	25	12	100	25	0	0	0	82	1	100
72	40	12	100	15	0	0	0	82	1	120
73	0	12	90	10	0	0	0	22	2	0
74	0	0	0	20	0	16	0	8	2	0
75	55	12	95	25	0	8	0	18	0	100
76	120	12	100	10	0	0	0	18	1	190
77	0	3	75	35	0	0	0	22	2	0
78	0	12	75	30	0	0	0	22	2	0
79	0	12	75	15	0	0	0	22	2	0
80	120	12	100	10	100	4	0	19	1	190
81	0	6	95	40	0	8	0	22	2	0
82	1	16	100	10	0	0	0	18	1	100
83	35	10	85	15	100	0	0	18	1	100
84	40	13	100	30	10	0	0	18	1	100
85	95	13	100	15	10	0	0	18	1	175
86	0	13	90	20	0	0	0	22	2	0
87	120	13	70	10	30	0	0	18	1	190
88	50	5	90	15	0	0	0	18	0	100
89	100	4	100	10	0	32	0	18	0	180
90	1	4	30	5	0	0	0	18	0	180
91	80	4	100	10	0	0	0	19	0	160
92	0	3	90	10	0	0	0	22	2	0
93	50	14	100	25	10	0	0	18	1	100
94	90	14	100	10	10	0	0	18	1	175
95	0	14	60	20	0	0	0	22	2	0
96	0	14	0	40	0	16	0	8	2	0
97	0	14	0	30	0	16	0	8	2	0
98	40	0	100	30	0	0	1	19	0	100
99	20	0	100	20	100	0	0	19	0	100
100	0	14	0	20	0	16	-6	0	2	0
101	1	7	100	15	0	0	0	18	1	100
102	0	0	0	10	0	0	0	2	2	0
103	0	0	85	40	0	0	0	22	2	0
104	0	0	0	15	0	16	0	8	2	0
105	0	0	0	10	0	16	0	72	2	0
106	0	0	0	30	0	16	0	8	2	0
107	0	0	0	10	0	16	0	8	2	0
108	0	0	100	20	0	0	0	22	2	0
109	0	7	100	10	0	0	0	22	2	0
110	0	11	0	40	0	16	0	8	2	0
111	0	0	0	40	0	16	0	8	2	0
112	0	14	0	20	0	16	0	8	2	0
113	0	14	0	30	0	16	0	8	2	0
114	0	15	0	30	0	16	0	0	2	0
115	0	14	0	20	0	16	0	8	2	0
116	0	0	0	30	0	16	0	8	2	0
117	1	0	0	10	0	16	1	3	0	100
118	0	0	0	10	0	1	0	0	2	0
119	0	2	0	20	0	0	0	0	2	0
120	200	0	100	5	0	32	0	18	0	200
121	100	0	75	10	0	0	0	18	0	180
122	30	7	100	30	30	0	0	19	0	100
123	30	3	100	20	40	0	0	18	1	100
124	65	3	100	20	30	0	0	18	1	120
125	65	4	85	20	10	0	0	18	0	120
126	120	10	85	5	10	0	0	18	1	190
127	80	11	100	15	20	0	0	19	0	160
128	35	11	85	15	100	0	0	19	0	100
129	60	0	0	20	0	8	0	18	1	120
130	130	0	100	10	0	0	0	19	0	195
131	20	0	100	15	0	0	0	18	0	100
132	10	0	100	35	10	0	0	19	0	100
133	0	14	0	20	0	16	0	8	2	0
134	0	14	80	15	0	0	0	22	2	0
135	0	0	0	10	0	16	0	72	2	0
136	130	1	90	10	0	0	0	19	0	195
137	0	0	100	30	0	0	0	22	2	0
138	100	14	100	15	0	0	0	82	1	180
139	0	3	90	40	0	8	0	22	2	0
140	15	0	85	20	0	0	0	18	0	100
141	20	6	100	15	0	0	0	83	0	100
142	0	0	75	10	0	0	0	22	2	0
143	140	2	90	5	30	0	0	18	0	200
144	0	0	0	10	0	0	0	0	2	0
145	40	11	100	30	10	8	0	18	1	100
146	70	0	100	10	20	0	0	19	0	140
147	0	12	100	15	0	0	0	22	2	0
148	0	0	100	20	0	0	0	22	2	0
149	1	14	100	15	0	0	0	18	1	100
150	0	0	0	40	0	16	0	0	2	0
151	0	3	0	20	0	16	0	8	2	0
152	100	11	90	10	0	0	0	19	0	180
153	250	0	100	5	0	32	0	18	0	200
154	18	0	80	15	0	0	0	19	0	100
155	50	4	90	10	0	0	0	18	0	100
156	0	14	0	10	0	16	0	72	2	0
157	75	5	90	10	30	8	0	18	0	140
158	80	0	90	15	10	0	0	19	0	160
159	0	0	0	30	0	16	0	8	2	0
160	0	0	0	30	0	16	0	8	2	0
161	80	0	100	10	20	0	0	18	1	160
162	1	0	90	10	0	0	0	19	0	100
163	70	0	100	20	0	0	0	19	0	140
164	0	0	0	10	0	16	0	8	2	0
165	50	9	0	1	0	4	0	3	0	1
166	0	0	0	1	0	0	0	0	2	0
167	10	1	90	10	0	0	0	19	0	100
168	60	17	100	25	100	0	0	19	0	120
169	0	6	0	10	0	0	0	22	2	0
170	0	0	0	5	0	0	0	18	2	0
171	0	7	100	15	0	0	0	18	2	0
172	60	10	100	25	10	0	0	19	0	120
173	80	0	100	15	30	0	0	18	1	100
174	0	7	0	10	0	0	0	0	2	0
175	1	0	100	15	0	0	0	19	0	160
176	0	0	0	30	0	0	0	0	2	0
177	100	2	95	5	0	0	0	18	1	180
178	0	12	100	40	0	8	0	22	2	0
179	1	1	100	15	0	0	0	19	0	160
180	0	7	100	10	0	0	0	22	2	0
181	40	15	100	25	10	8	0	18	1	100
182	0	0	0	10	0	16	4	0	2	0
183	40	1	100	30	0	0	1	19	0	100
184	0	0	100	10	0	0	0	22	2	0
185	60	17	0	20	0	0	0	19	0	120
186	0	23	75	10	0	0	0	22	2	0
187	0	0	0	10	0	16	0	8	2	0
188	90	3	100	10	30	0	0	18	1	175
189	20	4	100	10	100	0	0	18	1	100
190	65	11	85	10	50	0	0	18	1	120
191	0	4	0	20	0	64	0	4	2	0
192	120	13	50	5	100	0	0	18	1	190
193	0	0	0	40	0	0	0	22	2	0
194	0	7	0	5	0	16	0	0	2	0
195	0	0	0	5	0	16	0	0	2	0
196	55	15	95	15	100	8	0	18	1	100
197	0	1	0	5	0	16	4	0	2	0
198	25	4	90	10	0	0	0	18	0	100
199	0	0	0	5	0	0	0	18	2	0
200	120	16	100	10	100	4	0	19	0	190
201	0	5	0	10	0	16	0	0	2	0
202	75	12	100	10	0	0	0	82	1	140
203	0	0	0	10	0	16	4	0	2	0
204	0	23	100	20	0	0	0	22	2	0
205	30	5	90	20	0	0	0	19	0	100
206	40	0	100	40	0	0	0	19	0	100
207	0	0	85	15	100	0	0	22	2	0
208	0	0	0	10	0	16	0	72	2	0
209	65	13	100	20	30	0	0	19	0	120
210	40	6	95	20	0	0	0	19	0	100
211	70	8	90	25	10	0	0	19	0	140
212	0	0	0	5	0	0	0	20	2	0
213	0	0	100	15	0	0	0	22	2	0
214	0	0	0	10	0	1	0	0	2	0
215	0	0	0	5	0	16	0	8	2	0
216	1	0	100	20	0	0	0	19	0	160
217	1	0	90	15	0	0	0	18	0	100
218	1	0	100	20	0	0	0	19	0	160
219	0	0	0	25	0	16	0	8	2	0
220	1	0	0	20	0	0	0	18	2	0
221	100	10	95	5	50	0	0	18	0	180
222	1	4	100	30	0	32	0	18	0	140
223	100	1	50	5	100	0	0	19	0	180
224	120	6	85	10	0	0	0	19	0	190
225	60	16	100	20	30	0	0	18	1	120
226	0	0	0	40	0	16	0	0	2	0
227	0	0	100	5	0	0	0	22	2	0
228	40	17	100	20	0	0	0	19	0	100
229	50	0	100	40	0	0	0	19	0	100
230	0	0	100	20	0	8	0	22	2	0
231	100	8	75	15	30	0	0	19	0	180
232	50	8	95	35	10	0	0	19	0	100
233	70	1	0	10	0	0	-1	19	0	140
234	0	0	0	5	0	16	0	72	2	0
235	0	12	0	5	0	16	0	72	2	0
236	0	23	0	5	0	16	0	72	2	0
237	60	0	100	15	0	0	0	18	1	120
238	100	1	80	5	0	0	0	19	0	180
239	40	16	100	20	20	8	0	18	1	100
240	0	11	0	5	0	16	0	0	2	0
241	0	10	0	5	0	16	0	0	2	0
242	80	17	100	15	20	0	0	19	0	160
243	1	14	100	20	0	1	-5	2	1	100
244	0	0	0	10	0	0	0	0	2	0
245	80	0	100	5	0	0	2	19	0	160
246	60	5	100	5	10	0	0	18	1	120
247	80	7	100	15	20	0	0	18	1	160
248	120	14	100	10	0	0	0	0	1	190
249	40	1	100	15	100	0	0	19	0	100
250	35	11	85	15	100	0	0	18	1	100
251	1	17	100	10	0	0	0	18	0	100
252	40	0	100	10	0	0	3	19	0	100
253	90	0	100	10	100	4	0	18	1	175
254	0	0	0	20	0	16	0	8	2	0
255	1	0	100	10	0	0	0	2	1	100
256	0	0	0	10	0	16	0	72	2	0
257	100	10	90	10	10	8	0	18	1	180
258	0	15	0	10	0	16	0	0	2	0
259	0	17	100	15	0	0	0	22	2	0
260	0	17	100	15	0	0	0	22	2	0
261	0	10	85	15	0	0	0	22	2	0
262	0	17	100	10	0	0	0	18	2	0
263	70	0	100	20	0	0	0	19	0	140
264	150	1	100	20	0	0	-3	3	0	200
265	70	0	100	10	0	0	0	19	0	140
266	0	0	0	20	0	16	2	0	2	0
267	0	0	0	20	0	0	0	0	2	0
268	0	13	0	20	0	16	0	8	2	0
269	0	17	100	20	0	0	0	22	2	0
270	0	0	0	20	0	16	5	0	2	0
271	0	14	100	10	0	0	0	18	2	0
272	0	14	0	10	0	0	0	0	2	0
273	0	0	0	10	0	16	0	72	2	0
274	0	0	0	20	0	1	0	0	2	0
275	0	12	0	20	0	16	0	8	2	0
276	120	1	100	5	0	0	0	19	0	190
277	0	14	0	15	0	1	4	0	2	0
278	0	0	0	10	0	16	0	8	2	0
279	60	1	100	10	0	0	-4	19	0	120
280	75	1	100	15	100	0	0	19	0	140
281	0	0	0	10	0	0	0	22	2	0
282	65	17	100	20	100	0	0	19	0	120
283	1	0	100	5	0	0	0	19	0	160
284	150	10	100	5	0	8	0	18	1	200
285	0	14	0	10	0	0	0	18	2	0
286	0	14	0	10	0	16	0	8	2	0
287	0	0	0	20	0	16	0	8	2	0
288	0	7	0	5	0	16	0	0	2	0
289	0	17	0	10	0	1	4	0	2	0
290	70	0	100	20	30	0	0	18	0	140
291	100	11	100	10	0	0	0	19	0	160
292	15	1	100	20	0	0	0	19	0	100
293	0	0	0	20	0	16	0	8	2	0
294	0	6	0	20	0	16	0	8	2	0
295	70	14	100	5	50	0	0	18	1	160
296	70	14	100	5	50	0	0	18	1	140
297	0	2	100	15	0	0	0	22	2	0
298	0	0	100	20	0	32	0	18	2	0
299	85	10	90	10	10	0	0	19	0	160
300	0	4	0	15	0	16	0	0	2	0
301	30	15	90	20	0	0	0	19	0	100
302	60	12	100	15	30	0	0	19	0	120
303	0	0	0	10	0	16	0	72	2	0
304	90	0	100	10	0	8	0	18	1	175
305	50	3	100	15	50	0	0	19	0	100
306	75	0	95	10	50	0	0	19	0	140
307	150	10	90	5	0	0	0	18	1	200
308	150	11	90	5	0	0	0	18	1	200
309	100	8	90	10	20	0	0	19	0	180
310	30	7	100	15	30	0	0	19	0	100
311	50	0	100	10	0	0	0	18	1	160
312	0	12	0	5	0	16	0	8	2	0
313	0	17	100	20	0	0	0	22	2	0
314	60	2	95	25	0	8	0	18	1	120
315	140	10	90	5	100	0	0	18	1	200
316	0	0	0	40	0	0	0	22	2	0
317	60	5	95	15	100	0	0	18	0	120
318	60	6	100	5	10	0	0	18	1	120
319	0	8	85	40	0	0	0	22	2	0
320	0	12	55	15	0	0	0	22	2	0
321	0	0	100	20	0	0	0	22	2	0
322	0	14	0	20	0	16	0	8	2	0
323	150	11	100	5	0	8	0	18	1	200
324	75	6	100	15	10	0	0	18	1	140
325	60	7	0	20	0	0	0	19	0	140
326	80	14	100	20	10	0	0	18	1	160
327	85	1	90	15	0	0	0	19	0	160
328	35	4	85	15	100	0	0	18	0	100
329	1	15	30	5	0	0	0	18	1	180
330	95	11	85	10	30	8	0	18	1	175
331	25	12	100	30	0	0	0	18	0	100
332	60	2	0	20	0	0	0	19	0	120
333	25	15	100	30	0	0	0	18	0	100
334	0	8	0	15	0	16	0	8	2	0
335	0	0	0	5	0	0	0	20	2	0
336	0	0	0	40	0	16	0	8	2	0
337	80	16	100	15	0	0	0	19	0	160
338	150	12	90	5	0	0	0	18	1	200
339	0	1	0	20	0	16	0	8	2	0
340	85	2	85	5	30	0	0	19	0	160
341	55	4	95	15	100	0	0	18	1	100
342	50	3	100	25	10	0	0	19	0	100
343	60	0	100	25	100	0	0	19	0	120
344	120	13	100	15	10	0	0	19	0	190
345	60	12	0	20	0	0	0	18	1	120
346	0	11	0	15	0	16	0	0	2	0
347	0	14	0	20	0	16	0	8	2	0
348	90	12	100	15	0	0	0	19	0	175
349	0	16	0	20	0	16	0	8	2	0
350	25	5	90	10	0	0	0	18	0	100
351	60	13	0	20	0	0	0	18	1	120
352	60	11	100	20	20	0	0	18	1	120
353	140	8	100	5	0	0	0	0	1	200
354	140	14	90	5	100	0	0	18	1	200
355	80	6	100	10	0	0	0	83	0	160
356	75	2	95	15	30	0	0	18	1	140
357	40	11	100	20	0	0	1	19	0	100
358	90	11	90	10	0	0	0	19	0	175
359	90	1	0	20	0	0	0	18	1	175
360	60	15	100	10	0	0	-4	19	0	120
361	120	2	100	15	0	0	0	19	0	190
362	90	6	100	10	10	0	0	18	1	175
363	40	8	100	30	0	0	1	19	0	100
364	50	13	90	10	70	0	0	18	1	100
365	120	1	100	5	0	0	0	19	0	190
366	70	3	100	20	10	0	0	19	0	140
367	80	17	100	15	20	0	0	18	1	160
368	80	13	100	15	30	32	0	18	1	160
369	140	16	90	5	100	0	0	18	1	200
370	90	16	100	10	0	0	0	18	1	175
371	75	1	100	10	0	0	0	83	0	140
372	90	4	100	10	10	0	0	18	1	175
373	90	12	100	10	10	0	0	18	1	175
374	120	1	70	5	10	0	0	18	1	190
375	60	1	100	10	30	0	0	19	0	120
376	150	0	90	5	0	0	0	19	0	200
377	1	12	100	20	0	0	0	19	1	160
378	120	3	80	5	30	0	0	18	0	190
379	100	1	90	10	0	0	0	19	0	180
380	150	5	80	5	0	0	0	19	0	200
381	40	15	100	30	0	0	1	18	0	100
382	80	8	100	15	30	0	0	19	0	160
383	80	10	100	15	30	32	0	18	1	160
384	60	8	0	20	0	0	0	18	0	120
385	65	4	85	10	30	0	0	18	1	120
386	0	17	0	20	0	16	0	8	2	0
387	70	17	100	15	0	0	0	19	0	140
388	60	7	100	5	10	0	0	18	1	120
389	80	5	100	20	0	0	0	18	1	160
390	120	12	85	10	0	0	0	19	0	190
391	70	14	100	20	0	0	0	18	0	140
392	90	0	85	20	20	0	0	19	0	175
393	0	5	0	20	0	16	0	8	2	0
394	150	5	90	5	0	0	0	18	0	200
395	0	2	0	10	0	16	0	72	2	0
396	80	12	100	15	0	0	0	18	0	160
397	70	7	100	15	0	0	0	19	0	140
398	40	7	100	30	0	0	1	19	0	100
399	40	1	100	30	0	0	1	18	1	100
400	80	6	100	15	0	0	0	19	0	160
401	80	14	90	15	20	0	0	19	0	160
402	0	17	100	10	0	0	0	18	2	0
403	80	4	95	10	0	0	0	19	0	160
404	60	4	100	20	100	32	0	18	0	120
405	55	13	95	15	100	8	0	18	1	100
406	50	10	100	20	100	0	0	19	0	100
407	60	15	90	10	0	0	0	18	1	120
408	60	14	100	25	30	0	0	19	0	120
409	0	17	0	15	0	16	0	8	2	0
410	75	12	100	10	0	0	0	83	0	140
411	0	3	0	20	0	16	0	8	2	0
412	120	2	70	10	30	0	0	18	1	190
413	85	15	90	10	30	0	0	18	0	160
414	0	0	0	30	0	16	0	8	2	0
415	0	6	0	20	0	16	0	8	2	0
416	65	12	90	10	30	0	0	18	1	120
417	65	1	100	20	100	0	0	19	0	120
418	55	17	95	15	100	8	0	18	1	100
419	50	6	100	20	100	8	0	18	1	100
420	65	6	100	20	0	0	0	19	0	120
421	60	1	100	10	0	0	0	19	0	120
422	65	3	100	10	0	0	0	18	1	120
423	90	13	100	15	0	0	0	19	0	175
424	80	3	100	20	30	0	0	19	0	160
425	40	3	100	20	100	0	0	18	1	100
426	80	10	100	10	50	0	0	18	1	160
427	50	3	0	15	0	0	0	18	1	100
428	140	12	90	5	100	0	0	18	1	200
429	100	5	80	5	0	0	0	18	0	180
430	50	17	100	10	0	0	0	19	0	100
431	65	10	95	15	10	0	0	19	0	120
432	65	15	95	15	10	0	0	19	0	120
433	65	13	95	15	10	0	0	19	0	120
434	120	10	100	15	10	0	0	19	0	190
435	100	10	50	5	100	0	0	18	1	180
436	65	7	100	10	0	0	0	18	1	160
437	40	16	90	15	0	0	0	19	0	100
438	35	0	90	10	0	0	0	19	0	100
439	0	12	0	10	0	16	0	8	2	0
440	55	2	100	15	0	0	0	19	0	100
441	70	10	100	15	0	0	0	18	1	140
442	70	6	100	20	0	0	0	19	0	140
443	70	13	100	20	0	0	0	18	1	140
444	60	16	90	10	0	0	-6	19	0	120
445	60	1	90	10	0	0	-6	19	0	120
446	65	8	85	10	30	0	0	18	1	120
447	120	12	100	15	0	0	0	19	0	190
448	0	14	0	10	0	0	0	70	2	0
449	80	8	100	10	10	0	0	18	1	160
450	60	6	100	20	0	0	0	19	0	120
451	60	2	100	20	0	0	0	19	0	120
452	0	0	0	15	0	16	0	8	2	0
453	0	6	0	20	0	16	2	0	2	0
454	70	1	100	10	100	0	0	19	0	140
455	75	11	95	10	50	0	0	19	0	140
456	0	0	0	20	0	1	0	0	2	0
457	0	14	0	40	0	0	0	22	2	0
458	70	17	100	5	0	0	1	19	0	160
459	80	11	100	15	30	0	0	18	1	160
460	65	11	100	10	100	0	0	18	1	120
461	40	23	100	30	30	0	0	18	1	100
462	0	23	100	30	0	0	1	22	2	0
463	90	23	90	10	10	0	0	19	0	175
464	95	23	100	15	30	0	0	18	1	175
465	50	23	100	10	0	0	0	83	1	100
466	80	23	100	10	0	8	0	18	1	160
467	40	23	0	15	0	8	0	18	1	100
468	0	5	0	20	0	64	0	4	2	0
469	0	3	0	20	0	64	0	4	2	0
470	0	14	0	10	0	16	0	72	2	0
471	0	14	0	10	0	16	0	72	2	0
472	0	2	0	15	0	16	0	8	2	0
473	140	0	100	10	0	32	0	18	1	200
474	60	10	100	15	0	8	0	18	1	120
