0	264
1	337
2	352
3	347
4	46
5	92
6	258
7	339
8	331
9	237
10	241
11	269
12	58
13	59
14	63
15	113
16	182
17	240
18	202
19	219
20	218
21	76
22	231
23	85
24	87
25	89
26	216
27	91
28	94
29	247
30	280
31	104
32	115
33	351
34	53
35	188
36	201
37	126
38	317
39	332
40	259
41	263
42	290
43	156
44	213
45	168
46	211
47	285
48	355
49	315
50	395
51	374
52	373
53	206
54	460
55	409
56	364
57	203
58	370
59	371
60	261
61	318
62	422
63	153
64	397
65	430
66	278
67	376
68	393
69	148
70	429
71	360
72	86
73	510
74	14
75	468
76	406
77	417
78	367
79	157
80	400
81	214
82	459
83	424
84	138
85	377
86	207
87	451
88	442
89	164
90	449
91	443
92	444
93	474
94	419
95	404
96	407
97	414
98	423
99	570
100	571
101	466
102	531
103	502
104	582
105	610
106	440
107	418
108	516
109	465
110	508
111	503
112	538
113	506
114	671
115	632
116	643
117	579
118	675
119	267
120	15
121	19
122	57
123	70
124	291
125	249
126	127
127	392
