1	45	49	49	45	65	65	12	3	45	64	256	0	0	31	20	70	3	1	7	65	34	34
2	60	62	63	60	80	80	12	3	45	141	1280	0	0	31	20	70	3	1	7	65	34	34
3	90	85	93	60	110	110	12	3	45	208	1536	0	0	31	20	70	3	1	7	65	34	34
4	39	52	43	65	60	50	10	10	45	65	64	0	0	31	20	70	3	1	14	66	94	94
5	58	64	58	80	80	65	10	10	45	142	320	0	0	31	20	70	3	1	14	66	94	94
6	78	84	78	100	114	95	10	2	45	209	768	0	0	31	20	70	3	1	14	66	94	94
7	44	48	65	43	50	64	11	11	45	66	16	0	0	31	20	70	3	1	2	67	44	44
8	59	63	80	58	65	80	11	11	45	143	1040	0	0	31	20	70	3	1	2	67	44	44
9	99	83	120	58	85	105	11	11	45	210	3072	0	0	31	20	70	3	1	2	67	44	44
10	45	30	35	45	20	20	6	6	255	53	1	0	0	127	15	70	0	3	3	19	0	50
11	50	20	55	30	25	25	6	6	120	72	32	0	0	127	15	70	0	3	3	61	0	0
12	60	45	50	70	90	80	6	2	45	160	1536	0	446	127	15	70	0	3	3	14	0	110
13	40	35	30	50	20	20	6	3	255	52	64	0	0	127	15	70	0	3	3	19	0	50
14	45	25	50	35	25	25	6	3	120	71	32	0	0	127	15	70	0	3	3	61	0	0
15	65	90	40	75	45	80	6	3	45	159	1032	0	442	127	15	70	0	3	3	68	0	97
16	40	45	40	56	35	35	0	2	255	55	64	0	0	127	15	70	3	4	4	51	77	145
17	63	60	55	71	50	50	0	2	120	113	128	0	0	127	15	70	3	4	4	51	77	145
18	83	80	75	101	70	70	0	2	45	172	192	0	0	127	15	70	3	4	4	51	77	145
19	30	56	35	72	25	35	0	0	255	57	64	0	0	127	15	70	0	5	5	55	62	55
20	55	81	60	97	50	70	0	0	127	116	128	0	0	127	15	70	0	5	5	55	62	55
21	40	60	30	70	31	31	0	2	255	58	64	0	444	127	15	70	0	4	4	51	91	97
22	65	90	65	100	61	61	0	2	90	162	128	0	444	127	15	70	0	4	4	51	91	97
23	35	60	44	55	40	54	3	3	255	62	4	0	0	127	20	70	0	5	14	22	61	127
24	60	105	69	90	75	109	3	3	90	147	8	0	0	127	20	70	0	5	14	22	61	127
25	35	55	40	90	50	50	13	13	190	82	128	0	402	127	10	70	0	5	6	9	0	31
26	60	90	55	110	90	80	13	13	75	122	192	0	0	127	10	70	0	5	6	9	0	31
27	50	75	85	40	20	30	4	4	255	93	16	0	498	127	20	70	0	5	5	8	146	146
28	75	100	110	65	45	55	4	4	90	163	32	0	498	127	20	70	0	5	5	8	146	146
29	55	47	52	41	40	40	3	3	235	59	1	0	0	254	20	70	3	1	5	38	79	55
30	70	62	67	56	55	55	3	3	120	117	2	0	0	254	20	70	3	15	15	38	79	55
31	100	92	92	76	80	90	3	4	45	194	3	0	0	254	20	70	3	15	15	125	125	125
32	46	57	40	50	40	40	3	3	235	60	4	0	0	0	20	70	3	1	5	38	79	55
33	61	72	57	65	55	55	3	3	120	118	8	0	0	0	20	70	3	1	5	38	79	55
34	91	102	77	95	90	75	3	4	45	195	12	0	0	0	20	70	3	1	5	125	125	125
35	70	45	48	35	60	65	18	18	150	68	2	0	218	191	10	140	4	6	6	56	98	132
36	95	70	73	60	95	90	18	18	25	129	3	0	218	191	10	140	4	6	6	98	98	109
37	38	41	40	65	50	65	10	10	190	63	64	0	436	191	20	70	0	5	5	70	70	70
38	73	76	75	100	81	100	10	10	75	178	1088	0	436	191	20	70	0	5	5	70	70	70
39	115	45	20	20	45	25	0	18	170	76	2	0	218	191	10	70	4	6	6	56	172	132
40	140	70	45	45	85	50	0	18	50	109	3	0	218	191	10	70	4	6	6	56	172	119
41	50	55	45	65	40	50	3	2	255	54	64	0	0	127	15	70	0	4	4	39	151	151
42	75	80	70	90	65	75	3	2	90	171	128	0	0	127	15	70	0	4	4	39	151	151
43	45	50	55	30	75	65	12	3	255	78	256	0	465	127	20	70	3	7	7	34	27	50
44	60	65	70	40	85	75	12	3	120	132	512	0	465	127	20	70	3	7	7	34	27	1
45	75	80	85	50	110	90	12	3	45	184	768	0	465	127	20	70	3	7	7	34	27	27
46	35	70	55	25	45	55	6	12	190	70	4	138	138	127	20	70	0	3	7	27	87	6
47	60	95	80	30	60	80	6	12	75	128	24	138	139	127	20	70	0	3	7	27	87	6
48	60	55	50	45	40	55	6	3	190	75	1024	0	0	127	20	70	0	3	3	14	110	50
49	70	65	60	90	90	75	6	3	75	138	320	0	500	127	20	70	0	3	3	19	110	147
50	10	55	25	95	35	45	4	4	255	81	64	0	443	127	20	70	0	5	5	8	71	159
51	35	100	50	120	50	70	4	4	50	153	128	0	443	127	20	70	0	5	5	8	71	159
52	40	45	35	90	40	40	0	0	255	69	64	0	472	127	20	70	0	5	5	53	101	127
53	65	70	60	115	65	65	0	0	90	148	128	0	472	127	20	70	0	5	5	7	101	127
54	50	52	48	55	65	50	11	11	190	80	256	0	0	127	20	70	0	2	5	13	13	33
55	80	82	78	85	95	80	11	11	75	174	512	0	0	127	20	70	0	2	5	6	13	33
56	40	80	35	70	35	45	1	1	190	74	4	0	0	127	20	70	0	5	5	72	128	83
57	65	105	60	95	60	70	1	1	75	149	8	0	0	127	20	70	0	5	5	72	128	83
58	55	70	45	60	70	50	10	10	190	91	4	0	0	63	20	70	5	5	5	22	18	154
59	90	110	80	95	100	80	10	10	75	213	8	0	0	63	20	70	5	5	5	22	18	154
60	40	50	40	90	40	40	11	11	255	77	64	0	0	127	20	70	3	2	2	11	6	33
61	65	65	65	90	50	50	11	11	120	131	128	0	475	127	20	70	3	2	2	11	6	33
62	90	95	95	70	70	90	11	1	45	185	48	0	475	127	20	70	3	2	2	11	6	33
63	25	20	15	90	105	55	14	14	200	73	256	0	445	63	20	70	3	8	8	98	98	98
64	40	35	30	105	120	70	14	14	100	145	512	0	445	63	20	70	3	8	8	98	98	98
65	55	50	45	120	135	95	14	14	50	186	768	0	445	63	20	70	3	8	8	98	98	98
66	70	80	50	35	35	35	1	1	180	88	4	0	479	63	20	70	3	8	8	62	99	80
67	80	100	70	45	50	60	1	1	90	146	8	0	479	63	20	70	3	8	8	62	99	80
68	100	136	110	55	65	85	1	1	45	193	12	0	479	63	20	70	3	8	8	62	99	80
69	50	75	35	40	70	30	12	3	255	84	4	0	0	127	20	70	3	7	7	34	0	82
70	65	90	50	55	85	45	12	3	120	151	8	0	0	127	20	70	3	7	7	34	0	82
71	80	105	65	70	100	70	12	3	45	191	12	0	0	127	20	70	3	7	7	34	0	82
72	40	40	35	70	50	100	11	3	190	105	1024	0	442	127	20	70	5	9	9	29	64	44
73	80	70	65	100	80	120	11	3	60	205	2048	0	442	127	20	70	5	9	9	29	64	44
74	40	80	100	20	30	30	5	4	255	86	16	0	247	127	15	70	3	10	10	69	5	8
75	55	95	115	35	45	45	5	4	120	134	32	0	247	127	15	70	3	10	10	69	5	8
76	80	120	130	45	55	65	5	4	45	177	48	0	247	127	15	70	3	10	10	69	5	8
77	50	85	55	90	65	65	10	10	190	152	64	0	0	127	20	70	0	5	5	120	18	49
78	65	100	70	105	80	80	10	10	60	192	128	0	0	127	20	70	0	5	5	120	18	49
79	90	65	65	15	40	40	11	14	190	99	1	0	495	127	20	70	0	1	2	144	144	144
80	95	75	110	30	100	80	11	14	75	164	32	0	475	127	20	70	0	1	2	144	144	144
81	25	35	70	45	95	55	13	8	190	89	256	0	451	255	20	70	0	10	10	42	5	148
82	50	60	95	70	120	70	13	8	60	161	512	0	451	255	20	70	0	10	10	5	5	5
83	52	90	55	60	58	62	0	2	45	94	4	0	403	127	20	70	0	4	5	51	39	128
84	35	85	45	75	35	35	0	2	190	96	4	0	444	127	20	70	0	4	4	50	48	77
85	60	110	70	110	60	60	0	2	45	158	8	0	444	127	20	70	0	4	4	50	48	77
86	65	45	55	45	45	70	11	11	190	100	1024	0	0	127	20	70	0	2	5	47	246	115
87	90	70	80	70	70	95	11	15	75	176	2048	0	0	127	20	70	0	2	5	47	246	115
88	80	80	50	25	40	50	3	3	190	90	1	0	497	127	20	70	0	11	11	1	60	143
89	105	105	75	50	65	100	3	3	75	157	5	497	0	127	20	70	0	11	11	1	60	143
