0	????????	complete
1	大师球	complete
2	高级球	complete
3	超级球	complete
4	精灵球	complete
5	狩猎球	complete
6	捕网球	complete
7	潜水球	complete
8	巢穴球	complete
9	重复球	complete
10	计时球	complete
11	豪华球	complete
12	纪念球	complete
13	伤药	complete
14	解毒药	complete
15	灼伤药	complete
16	解冻药	complete
17	解眠药	complete
18	解麻药	complete
19	全复药	complete
20	全满药	complete
21	厉害伤药	complete
22	好伤药	complete
23	万灵药	complete
24	活力碎片	complete
25	活力块	complete
26	美味之水	complete
27	劲爽汽水	complete
28	果汁牛奶	complete
29	哞哞鲜奶	complete
30	元气粉	complete
31	元气根	complete
32	万能粉	complete
33	复活草	complete
34	PP单项小补剂	complete
35	PP单项全补剂	complete
36	PP多项小补剂	complete
37	PP多项全补剂	complete
38	釜炎仙贝	complete
39	蓝色玻璃哨	complete
40	黄色玻璃哨	complete
41	红色玻璃哨	complete
42	黑色玻璃哨	complete
43	白色玻璃哨	complete
44	树果汁	complete
45	圣灰	complete
46	浅滩海盐	complete
47	浅滩贝壳	complete
48	红色碎片	complete
49	蓝色碎片	complete
50	黄色碎片	complete
51	绿色碎片	complete
52	愤怒馒头	complete
53	森之羊羹	complete
54	飞云冰淇淋	complete
55	特性膏药	complete
56	娑罗沙布蕾	complete
57	体力之羽	complete
58	肌力之羽	complete
59	抵抗之羽	complete
60	智力之羽	complete
61	精神之羽	complete
62	瞬发之羽	complete
63	HP增强剂	complete
64	攻击增强剂	complete
65	防御增强剂	complete
66	速度增强剂	complete
67	特攻增强剂	complete
68	神奇糖果	complete
69	PP提升剂	complete
70	特防增强剂	complete
71	PP极限提升剂	complete
72	特性胶囊	complete
73	能力防守	complete
74	要害攻击	complete
75	力量强化	complete
76	防御强化	complete
77	速度强化	complete
78	命中强化	complete
79	特攻强化	complete
80	皮皮玩偶	complete
81	向尾喵的尾巴	complete
82	大马拉萨达	complete
83	白银喷雾	complete
84	黄金喷雾	complete
85	离洞绳	complete
86	除虫喷雾	complete
87	连接电缆	complete
88	护具	complete
89	电力增幅器	complete
90	熔岩增幅器	complete
91	可疑补丁	complete
92	灵界之布	complete
93	日之石	complete
94	月之石	complete
95	火之石	complete
96	雷之石	complete
97	水之石	complete
98	叶之石	complete
99	光之石	complete
100	暗之石	complete
101	觉醒之石	complete
102	冰之石	complete
103	小蘑菇	complete
104	大蘑菇	complete
105	芳香蘑菇	complete
106	珍珠	complete
107	大珍珠	complete
108	星星沙子	complete
109	星星碎片	complete
110	金珠	complete
111	心之鳞片	complete
112	贵重骨头	complete
113	丸子珍珠	complete
114	彗星碎片	complete
115	巨大金珠	complete
116	甜甜蜜	complete
117	美丽之羽	complete
118	浑圆之石	complete
119	锐利之爪	complete
120	锐利之牙	complete
121	橙色邮件	complete
122	港口邮件	complete
123	闪亮邮件	complete
124	机械邮件	complete
125	木纹邮件	complete
126	波涛邮件	complete
127	珠宝邮件	complete
128	影子邮件	complete
129	热带邮件	complete
130	梦境邮件	complete
131	奇迹邮件	complete
132	复古邮件	complete
133	樱子果	complete
134	零余果	complete
135	桃桃果	complete
136	莓莓果	complete
137	利木果	complete
138	苹野果	complete
139	橙橙果	complete
140	FC果	complete
141	木子果	complete
142	文柚果	complete
143	勿花果	complete
144	异奇果	complete
145	芒芒果	complete
146	乐芭果	complete
147	芭亚果	complete
148	蔓莓果	complete
149	墨莓果	complete
150	蕉香果	complete
151	西梨果	complete
152	凰梨果	complete
153	榴石果	complete
154	藻根果	complete
155	比巴果	complete
156	哈密果	complete
157	萄葡果	complete
158	茄番果	complete
159	玉黍果	complete
160	岳竹果	complete
161	茸丹果	complete
162	檬柠果	complete
163	刺角果	complete
164	椰木果	complete
165	瓜西果	complete
166	金枕果	complete
167	靛莓果	complete
168	枝荔果	complete
169	龙睛果	complete
170	沙鳞果	complete
171	龙火果	complete
172	VC果	complete
173	兰萨果	complete
174	星桃果	complete
175	谜芝果	complete
176	美丽鳞片	complete
177	香袋	complete
178	泡沫奶油	complete
179	光粉	complete
180	白色香草	complete
181	强制锻炼器	complete
182	学习装置	complete
183	先制之爪	complete
184	安抚之铃	complete
185	心灵香草	complete
186	讲究头带	complete
187	王者之证	complete
188	银粉	complete
189	护符金币	complete
190	洁净之符	complete
191	心之水滴	complete
192	深海之牙	complete
193	深海鳞片	complete
194	烟雾球	complete
195	不变之石	complete
196	气势头带	complete
197	幸运蛋	complete
198	焦点镜	complete
199	金属膜	complete
200	吃剩的东西	complete
201	龙之鳞片	complete
202	电气球	complete
203	柔软沙子	complete
204	硬石头	complete
205	奇迹种子	complete
206	黑色眼镜	complete
207	黑带	complete
208	磁铁	complete
209	神秘水滴	complete
210	锐利鸟嘴	complete
211	毒针	complete
212	不融冰	complete
213	咒术之符	complete
214	弯曲的汤匙	complete
215	木炭	complete
216	龙之牙	complete
217	丝绸围巾	complete
218	升级数据	complete
219	贝壳之铃	complete
220	海潮薰香	complete
221	悠闲薰香	complete
222	吉利拳	complete
223	金属粉	complete
224	粗骨头	complete
225	大葱	complete
226	草莓糖饰	complete
227	野莓糖饰	complete
228	爱心糖饰	complete
229	幸运草糖饰	complete
230	花朵糖饰	complete
231	蝴蝶结糖饰	complete
232	星星糖饰	complete
233	甜甜苹果	complete
234	酸酸苹果	complete
235	破裂的茶壶	complete
236	缺损的茶壶	complete
237	伽勒豆蔻手环	complete
238	伽勒豆蔻王冠	complete
239	贵重球	complete
240	黑暗球	complete
241	治愈球	complete
242	先机球	complete
243	速度球	complete
244	等级球	complete
245	诱饵球	complete
246	沉重球	complete
247	甜蜜球	complete
248	友友球	complete
249	月亮球	complete
250	竞赛球	complete
251	究极球	complete
252	梦境球	complete
253	公园球	complete
254	红色头巾	complete
255	蓝色头巾	complete
256	粉红头巾	complete
257	绿色头巾	complete
258	黄色头巾	complete
259	音速自行车	complete
260	代币盒	complete
261	探宝器	complete
262	破旧钓竿	complete
263	好钓竿	complete
264	厉害钓竿	complete
265	船票	complete
266	华丽赛参加证	complete
267	Z	complete
268	吼吼鲸喷壶	complete
269	得文的物品	complete
270	集灰袋	complete
271	地下钥匙	complete
272	越野自行车	complete
273	宝可方块盒	complete
274	给大吾的信	complete
275	无限船票	complete
276	朱红色宝珠	complete
277	靛蓝色宝珠	complete
278	探测器	complete
279	GOGO护目镜	complete
280	陨石	complete
281	1号客房钥匙	complete
282	2号客房钥匙	complete
283	4号客房钥匙	complete
284	6号客房钥匙	complete
285	仓库钥匙	complete
286	根状化石	complete
287	爪子化石	complete
288	得文侦测镜	complete
289	招式学习器01	complete
290	招式学习器02	complete
291	招式学习器03	complete
292	招式学习器04	complete
293	招式学习器05	complete
294	招式学习器06	complete
295	招式学习器07	complete
296	招式学习器08	complete
297	招式学习器09	complete
298	招式学习器10	complete
299	招式学习器11	complete
300	招式学习器12	complete
301	招式学习器13	complete
302	招式学习器14	complete
303	招式学习器15	complete
304	招式学习器16	complete
305	招式学习器17	complete
306	招式学习器18	complete
307	招式学习器19	complete
308	招式学习器20	complete
309	招式学习器21	complete
310	招式学习器22	complete
311	招式学习器23	complete
312	招式学习器24	complete
313	招式学习器25	complete
314	招式学习器26	complete
315	招式学习器27	complete
316	招式学习器28	complete
317	招式学习器29	complete
318	招式学习器30	complete
319	招式学习器31	complete
320	招式学习器32	complete
321	招式学习器33	complete
322	招式学习器34	complete
323	招式学习器35	complete
324	招式学习器36	complete
325	招式学习器37	complete
326	招式学习器38	complete
327	招式学习器39	complete
328	招式学习器40	complete
329	招式学习器41	complete
330	招式学习器42	complete
331	招式学习器43	complete
332	招式学习器44	complete
333	招式学习器45	complete
334	招式学习器46	complete
335	招式学习器47	complete
336	招式学习器48	complete
337	招式学习器49	complete
338	招式学习器50	complete
339	秘传学习器01	complete
340	秘传学习器02	complete
341	秘传学习器03	complete
342	秘传学习器04	complete
343	秘传学习器05	complete
344	秘传学习器06	complete
345	秘传学习器07	complete
346	秘传学习器08	complete
347	极巨腕带	complete
348	金假牙	complete
349	包裹	complete
350	宝可梦之笛	complete
351	秘密钥匙	complete
352	兑换券	complete
353	超级环	complete
354	秘密琥珀	complete
355	钥匙卡	complete
356	电梯钥匙	complete
357	贝壳化石	complete
358	甲壳化石	complete
359	西尔佛检视镜	complete
360	自行车	complete
361	城镇地图	complete
362	能力值查看器	complete
363	宝可骑行	complete
364	招式学习器盒	complete
365	树果袋	complete
366	教学电视	complete
367	三岛通行船券	complete
368	七彩通行船券	complete
369	茶	complete
370	神秘船票	complete
371	极光船票	complete
372	定位器	complete
373	红宝石	complete
374	蓝宝石	complete
375	?ONT	partial
376	招式学习器51	complete
377	招式学习器52	complete
378	招式学习器53	complete
379	招式学习器54	complete
380	招式学习器55	complete
381	招式学习器56	complete
382	招式学习器57	complete
383	招式学习器58	complete
384	招式学习器59	complete
385	招式学习器60	complete
386	招式学习器61	complete
387	招式学习器62	complete
388	招式学习器63	complete
389	招式学习器64	complete
390	招式学习器65	complete
391	招式学习器66	complete
392	招式学习器67	complete
393	招式学习器68	complete
394	招式学习器69	complete
395	招式学习器70	complete
396	招式学习器71	complete
397	招式学习器72	complete
398	招式学习器73	complete
399	招式学习器74	complete
400	招式学习器75	complete
401	招式学习器76	complete
402	招式学习器77	complete
403	招式学习器78	complete
404	招式学习器79	complete
405	招式学习器80	complete
406	招式学习器81	complete
407	招式学习器82	complete
408	招式学习器83	complete
409	招式学习器84	complete
410	招式学习器85	complete
411	招式学习器86	complete
412	招式学习器87	complete
413	招式学习器88	complete
414	招式学习器89	complete
415	招式学习器90	complete
416	招式学习器91	complete
417	招式学习器92	complete
