1	2883250C090A30400004220000000039
2	2883250C090A30400004220000000039
3	3883250E090A3040100C2280000400B9
4	6202214C650A02350190420002220029
5	6202214C650A02350190420002220029
6	720221CE65CE8E35819042B00A22422B
7	A43233CC410A0024000206001000006C
8	A43233CC410A0024000206001000006C
9	B43233CE410B082400C20694100404EC
10	00400000000000000000000000000000
11	00400000000000000000000000000000
12	2042053403BE94400000520108020012
13	00400000000000000000000000000000
14	00400000000000000000000000000000
15	20420544092E044000044B0308020033
16	6002010401EE84000000C20108001002
17	6002010401EE84000000C20108001002
18	6002098401EE8C000000C20108001002
19	A03A912D082A00200001A20104000021
20	B13A912D082A00211001A20104000029
21	60020104006E04000000C20108001002
22	60020104006E04000000C20108001002
23	2802050E482A006000C00AA240000008
24	2802050E482A006010C00AB240000008
25	20C2814D013A0022001522080400013C
26	20C289CD013A0822001522080400013C
27	2002014E402A0020118E4B80002020A9
28	2002014E502A0820518E4B80002020A9
29	2032810D092A006001004A0000000029
30	2032810D092A006011004A0000000029
31	303A91EF7D2A086451984AB0523004AD
32	2032810D092A006001000A0000000029
33	2032810D092A006011000A0000000029
34	303A91EF7D2A086451980AB0523004AD
35	A0B2997D271A002800152240BA800138
36	A0B299FD271A082800152240BA800138
37	F002210C240A12300040020000200000
38	F002212C240A12300040020080200000
39	20B2997D271A0008001722003681A118
40	20B299FD271A4808001722003681A118
41	E00A0524086E85400000C20108021002
42	E00A0524086E85400000C20108021002
43	28030504090A30400000220020000011
44	28030504090A30480000220020000011
45	28030504090A30480000220060000011
46	2883054C082A31400004630000000031
47	2883054C082A31400004630000000031
48	A0020514092A01400000020000010010
49	A00205140B2E15400000420108030012
50	2002010E482A00001188428000200021
51	2002010E582A00005188428040200021
52	280B992D002A00200144420300000111
53	380B992D002A00200144420320000115
54	A4B2135C020A4020010056009041007C
55	A4B213DC820B482001245600904100FC
56	290A81CFC02A0A2018B04A83124200A8
57	290A81CFC02A0A2058B04A83124200A8
58	7102010C242A02310000420004080128
59	7102490C262A023500004280042803A8
60	2432131C002A00000000068000000044
61	2432135E002A0000000006801000006C
62	253213DE502B080808A40E80105000EC
63	A08A0134032A502800153200B2000810
64	A08A0134032A502800153200B2000810
65	A08A01B4032A582800153200B2000810
66	218201CEE42A080808B40A80125000A8
67	218201CEE42A080818B40A80125000A8
68	218201CEF42A080858B40A80125000A8
69	28032504092A314000042A0000000011
70	28032504092A314000042A0000000011
71	28032504092A314000042A0200000011
72	24321704092A004000040E0060000045
73	24321704092A004000040E0060000045
74	2002014E640A0080409A0280023000A8
75	2002014E740A0080509A0280023000A8
76	3002414E740A0880509A0280023006A8
77	60020104B50A02300000020004200109
78	60020104B50A023000000A0004200109
79	A0B2333E270B4020000136808000081C
80	A0B233FE270B48280001768090010C3C
81	20C28105030A00800203020C04000010
82	20C28105030A00820203020C04000010
83	61020144016E84200004CA0108021003
84	20020104016A04000004C20100001002
85	200A0104016A04001004C20100001002
86	24321104002A0020000006000100004D
87	24321304002B0020000006000100004D
88	200A852D6C2A00C000900A0252000008
89	200A856D6C2A08C800D40A0252000028
90	20321304020B00800000020000008004
91	20B23304020B008000000A000100A005
92	200A9534082A10D004540A0072000800
93	200A9534082A10D005540A0072000800
94	200A95F5082A18D805540A0072010828
95	300E410E500A00A4508A0294002004A8
96	A08A0174833A400800313200B2010810
97	A08A01F4833A480800353200B2010810
98	2432114C402B0000008407000010002D
99	2532534C502B0000128407001010002D
100	208A8105032A00820003020C04000010
101	208EA985032A08820003020C04000010
102	288305140B2A70800000320000010818
103	A88325148B2A70801008328080050818
104	2032514EE42A0020009C4280022000A8
105	2032514EE42A0820509C4280022000A8
106	210201C6C02A080070A40A80005000A8
107	210201C6C02A080840B40280124000A8
108	A032936F642A002010940290120424AD
109	200A81252C2A00D00042020040000010
110	600A81252C2A00D00042020240000012
111	3036910F742A002450880A80003000A9
112	3036934F742A082451980A90123006AD
113	A0B29977670A002810912280360000B8
114	28030504092A30000004220000000031
115	3032936FE42A082801904280120400AD
116	24321304000B00040000062400000044
117	24321304000B00040000062400000044
118	24321304000A000000040E2000000045
119	24321304000A000000040E2000000045
120	24B29315030A00000003064420000054
121	24B29315030A400000033644A0000854
122	A08A91F5032A580800117200B2840810
123	21820144006E84000004430108420023
124	A0BA19F4013A50080000220091000810
125	20C681D5832A082208310208160000B8
126	600201D4A42A0A3108300200026000A8
127	2102014E502A080040840380001000A9
128	A132D107740A002050800280040001AD
129	00000200000000000000000000000000
130	303AD307258A0025404106B00000006C
131	B032FB15000B0024800016800101446D
132	00000000000000000000000000000000
133	2002292C010A00200000020000000000
134	34323B2C010B0020000006000000006C
135	3082A92D010A00200001020804000038
136	7002292C250A02311000020000300028
137	A0729135022A40200001420080000810
138	20321304412A0000008E060000000064
139	20321304412B0000408E0600000000E4
140	2432170C412B0000008C460000000064
141	2432174CC12B0100408C4700001000E5
142	720A410665EE0424408842810800002A
143	A836DB77750A080010900282161426AC
144	3032318401CE8C000000C20109009022
145	7086A10501CE84020001C2090C001032
146	7002210424CE86110000C20108201022
147	20B29305250A00248001023000004044
148	20B29305250A00248001023000004044
149	72B2F3C765CE8C24C09142B01A10C46F
150	A1BAB1F7E78A583840BD7A80920108B8
151	FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
152	28830504010A30200000220000000011
153	28830504010A30200000220000000039
154	28830506011A302010002290208001B9
155	6002010C240A02110000420004200101
156	7002014C240A02110000420004200129
