id	name
88	树果森林
89	冻瀑洞窟
90	火箭队仓库
91	训练家塔
92	点之穴
93	不归之穴
94	标志之林
95	变幻洞窟
96	阿斯卡纳石室
97	第3岛隧道
98	阿斯卡纳的钥匙
101	那藏石室
102	由格石室
103	阿利波卡石室
104	科斗石室
105	阿努泽石室
106	澳利弗石室
107	灯火温泉
108	玉虹百货公司
109	区域109
110	区域110
111	区域111
112	区域112
113	区域113
114	区域114
115	区域115
116	区域116
117	区域117
118	区域118
119	区域119
120	区域120
121	区域121
122	区域122
123	区域123
124	区域124
125	区域125
126	区域126
127	区域127
128	区域128
129	区域129
130	区域130
131	区域131
132	区域132
133	区域133
134	区域134
135	区域135
136	区域136
137	区域137
138	区域138
139	区域139
140	区域140
141	区域141
142	区域142
143	区域143
144	区域144
145	区域145
146	区域146
147	区域147
148	区域148
149	区域149
150	区域150
151	区域151
152	区域152
153	区域153
154	区域154
155	区域155
156	区域156
157	区域157
158	区域158
159	区域159
160	区域160
161	区域161
162	区域162
163	区域163
164	区域164
165	区域165
166	区域166
167	区域167
168	区域168
169	区域169
170	区域170
174	区域174
175	区域175
176	区域176
177	区域177
178	区域178
179	区域179
180	区域180
181	区域181
182	区域182
183	区域183
185	区域185
186	区域186
187	区域187
188	区域188
189	区域189
190	区域190
191	区域191
192	区域192
193	区域193
194	区域194
195	区域195
196	区域196
