0	414
1	571
2	406
3	173
4	215
5	405
6	67
7	253
8	160
9	270
10	335
11	364
12	343
13	450
14	289
15	180
16	669
17	235
18	324
19	645
20	334
21	676
22	650
23	340
24	272
25	382
26	358
27	220
28	472
29	283
30	196
31	339
32	347
33	594
34	271
35	403
36	277
37	633
38	634
39	349
40	476
41	535
42	162
43	200
44	143
45	621
46	393
47	468
48	0
49	437
50	258
51	304
52	276
53	14
54	244
55	508
56	674
57	564
58	629
59	630
60	631
61	338
62	307
63	308
64	116
65	322
66	226
67	227
68	103
69	313
70	184
71	659
72	191
73	469
74	164
75	97
76	386
77	626
78	627
79	625
80	628
81	825
82	83
83	328
84	42
85	333
86	504
87	350
88	433
89	432
90	431
91	34
92	692
93	544
94	532
95	179
96	534
97	482
98	700
99	241
100	436
101	76
102	409
103	0
104	299
105	362
106	366
107	242
108	585
109	201
110	348
111	330
112	566
113	489
114	786
115	601
116	389
117	604
118	391
119	361
120	264
121	434
122	716
123	240
124	428
125	224
126	390
127	611
