1	0:414;3:173;9:270;10:335;17:235;21:676;53:14;57:564;58:629;74:164;77:626;91:34;99:241;101:76;124:428;126:390
2	0:414;3:173;9:270;17:235;21:676;53:14;57:564;58:629;74:164;77:626;91:34;99:241;101:76;124:428;126:390
3	0:414;3:173;9:270;10:335;17:235;21:676;43:200;53:14;57:564;58:629;61:338;74:164;77:626;91:34;99:241;101:76;124:428;126:390
4	0:414;1:571;2:406;3:173;9:270;10:335;21:676;39:349;43:200;53:14;57:564;59:630;70:184;74:164;82:83;90:431;91:34;99:241;102:409;107:242;120:264;121:434
5	0:414;1:571;2:406;3:173;9:270;21:676;39:349;43:200;53:14;57:564;59:630;70:184;74:164;82:83;90:431;91:34;99:241;102:409;107:242;120:264;121:434
6	0:414;1:571;2:406;3:173;9:270;28:472;39:349;43:200;53:14;57:564;59:630;62:307;70:184;74:164;82:83;90:431;91:34;93:544;98:700;99:241;101:76;102:409;104:299;107:242;112:566;120:264;121:434
7	0:414;1:571;3:173;9:270;10:335;20:334;21:676;26:358;30:196;50:258;57:564;60:631;74:164;91:34;111:330;120:264;123:240
8	0:414;1:571;3:173;9:270;20:334;21:676;26:358;30:196;50:258;55:508;57:564;60:631;74:164;91:34;111:330;120:264;123:240
9	0:414;1:571;3:173;9:270;18:324;20:334;21:676;26:358;30:196;43:200;50:258;55:508;57:564;60:631;63:308;74:164;91:34;92:692;107:242;111:330;120:264;123:240
10	5:405;13:450
11	5:405;13:450;20:334
12	3:173;5:405;13:450;18:324;20:334;28:472;54:244;57:564;66:226;74:164;99:241;101:76;105:362;115:601;123:240
13	5:405;13:450
14	5:405;13:450;20:334
15	3:173;5:405;13:450;20:334;28:472;29:283;33:594;35:403;45:621;48:0;53:14;57:564;64:116;66:226;68:103;73:469;74:164;75:97;84:42;99:241;101:76;106:366
16	0:414;3:173;7:253;28:472;44:143;57:564;74:164;75:97;99:241;119:361;123:240
17	0:414;3:173;7:253;28:472;44:143;57:564;74:164;75:97;99:241;119:361;123:240
18	0:414;3:173;7:253;28:472;33:594;44:143;51:304;57:564;74:164;75:97;99:241;119:361;123:240
19	0:414;3:173;7:253;11:364;12:343;29:283;30:196;42:162;56:674;57:564;64:116;68:103;74:164;91:34;95:179;99:241;107:242;123:240
20	0:414;3:173;7:253;11:364;12:343;29:283;30:196;42:162;45:621;53:14;56:674;57:564;64:116;68:103;70:184;74:164;91:34;95:179;99:241;107:242;117:604;123:240
21	0:414;3:173;7:253;28:472;35:403;44:143;57:564;64:116;66:226;70:184;74:164;75:97;99:241;123:240
22	0:414;3:173;7:253;28:472;33:594;35:403;44:143;45:621;57:564;64:116;66:226;70:184;74:164;75:97;99:241;119:361;123:240
23	3:173;14:289;15:180;26:358;40:476;48:0;57:564;68:103;70:184;73:469;74:164;91:34;99:241;123:240
24	3:173;14:289;15:180;26:358;40:476;45:621;48:0;57:564;68:103;70:184;71:659;73:469;74:164;88:433;89:432;90:431;91:34;99:241;107:242;123:240
25	3:173;5:405;7:253;9:270;11:364;12:343;18:324;21:676;22:650;29:283;32:347;33:594;57:564;67:227;74:164;75:97;76:386;79:625;81:825;91:34;95:179;96:534;114:786;120:264;123:240
26	3:173;5:405;7:253;9:270;11:364;12:343;18:324;21:676;22:650;32:347;33:594;57:564;67:227;74:164;75:97;76:386;79:625;81:825;91:34;95:179;96:534;114:786;120:264;123:240
27	0:414;3:173;12:343;42:162;45:621;47:468;53:14;57:564;72:191;74:164;83:328;91:34;99:241;102:409;109:201;120:264
28	0:414;3:173;12:343;35:403;42:162;45:621;47:468;53:14;57:564;72:191;74:164;75:97;83:328;84:42;91:34;99:241;102:409;109:201;120:264
29	3:173;9:270;42:162;57:564;64:116;71:659;73:469;74:164;91:34;99:241;102:409;107:242;123:240
30	3:173;9:270;42:162;57:564;64:116;71:659;73:469;74:164;91:34;99:241;102:409;107:242;123:240
31	1:571;3:173;7:253;9:270;26:358;30:196;35:403;42:162;43:200;45:621;47:468;52:276;55:508;57:564;64:116;71:659;73:469;74:164;83:328;87:350;91:34;92:692;99:241;100:436;102:409;107:242;109:201;120:264;123:240
32	3:173;9:270;35:403;42:162;57:564;64:116;71:659;73:469;74:164;91:34;99:241;102:409;123:240
33	3:173;9:270;35:403;42:162;57:564;64:116;71:659;73:469;74:164;91:34;99:241;102:409;123:240
34	1:571;3:173;7:253;9:270;26:358;30:196;35:403;42:162;43:200;45:621;47:468;52:276;55:508;57:564;64:116;71:659;73:469;74:164;83:328;87:350;91:34;92:692;99:241;100:436;102:409;109:201;120:264;123:240;125:224
35	0:414;1:571;3:173;4:215;7:253;9:270;11:364;12:343;14:289;16:669;18:324;19:645;23:340;24:272;29:283;30:196;32:347;34:271;36:277;38:634;47:468;51:304;54:244;56:674;57:564;65:322;66:226;67:227;69:313;74:164;78:627;81:825;91:34;97:482;99:241;101:76;112:566;120:264;122:716;123:240
36	0:414;1:571;3:173;4:215;7:253;9:270;11:364;12:343;14:289;16:669;18:324;19:645;23:340;24:272;29:283;30:196;32:347;33:594;34:271;36:277;38:634;47:468;51:304;54:244;56:674;57:564;65:322;66:226;67:227;69:313;74:164;78:627;81:825;91:34;97:482;99:241;101:76;112:566;120:264;122:716;123:240
37	2:406;3:173;12:343;15:180;21:676;24:272;27:220;41:535;54:244;57:564;67:227;74:164;75:97;82:83;86:504;91:34;99:241;100:436;112:566;121:434
38	2:406;3:173;12:343;15:180;21:676;24:272;27:220;32:347;33:594;41:535;54:244;57:564;67:227;69:313;74:164;75:97;76:386;82:83;86:504;91:34;97:482;99:241;100:436;101:76;112:566;121:434
39	0:414;1:571;3:173;4:215;7:253;9:270;11:364;12:343;14:289;19:645;23:340;24:272;27:220;29:283;30:196;36:277;47:468;51:304;54:244;56:674;57:564;66:226;68:103;69:313;74:164;78:627;81:825;91:34;99:241;101:76;114:786;120:264;123:240
40	0:414;1:571;3:173;4:215;7:253;9:270;11:364;12:343;14:289;19:645;23:340;24:272;27:220;29:283;30:196;33:594;36:277;37:633;47:468;51:304;54:244;56:674;57:564;66:226;68:103;69:313;74:164;78:627;81:825;91:34;99:241;101:76;114:786;120:264;123:240
41	3:173;7:253;14:289;28:472;42:162;57:564;71:659;74:164;75:97;76:386;99:241;107:242;119:361;123:240
