0	?????	complete
1	必定能捉到野生宝可梦的，性能最好；的球。	complete
2	比起超级球来更容易捉到宝可梦的，；性能非常不错的球。	complete
3	比起精灵球来更容易捉到宝可梦的，；性能还算不错的球。	complete
4	用于投向野生宝可梦并将其捕捉的球。；它是胶囊样式的。	complete
5	曾在关都地区的狩猎地带以及神奥地；区的大湿地被使用。是一种特殊的球。	complete
6	有点与众不同的球。能很容易地捕捉；水属性和虫属性的宝可梦。	complete
7	有点与众不同的球。能很容易地捕捉；生活在水世界里的宝可梦。	complete
8	有点与众不同的球。捕捉的野生宝可；梦越弱，就会越容易捕捉。	complete
9	有点与众不同的球。能很容易地捕捉；以前曾捉到过的宝可梦。	complete
10	有点与众不同的球。回合数花费得越；多，宝可梦就会越容易捕捉。	complete
11	住着十分满意的球。捉到的野生宝可；梦会变得容易和训练家亲密。	complete
12	有点珍贵的球。特制出来的某种纪念；品。	complete
13	喷雾式伤药。能让1只宝可梦回复；20HP。	complete
14	喷雾式药水。能治愈1只宝可梦的中；毒状态。	complete
15	喷雾式药水。能治愈1只宝可梦的灼；伤状态。	complete
16	喷雾式药水。能治愈1只宝可梦的冰；冻状态。	complete
17	喷雾式药水。能治愈1只宝可梦的睡；眠状态。	complete
18	喷雾式药水。能治愈1只宝可梦的麻；痹状态。	complete
19	能回复1只宝可梦的所有HP并治愈；所有异常状态。	complete
20	喷雾式伤药。能让1只宝可梦回复所；有HP。	complete
21	喷雾式伤药。能让1只宝可梦回复；120HP。	complete
22	喷雾式伤药。能让1只宝可梦回复；60HP。	complete
23	喷雾式药水。能治愈1只宝可梦的所；有异常状态。	complete
24	能让1只陷入濒死的宝可梦重获生机，；并回复一半HP。	complete
25	能让1只陷入濒死的宝可梦重获生机，；并回复所有HP。	complete
26	富含矿物质的水。能让1只宝可梦回；复30HP。	complete
27	翻腾着气泡的汽水。能让1只宝可梦；回复50HP。	complete
28	非常香甜的牛奶。能让1只宝可梦回；复70HP。	complete
29	营养百分百的牛奶。能让1只宝可梦；回复100HP。	complete
30	非常苦的药粉。能让1只宝可梦回复；60HP。	complete
31	非常苦的根。能让1只宝可梦回复；120HP。	complete
32	非常苦的药粉。能治愈1只宝可梦的；所有异常状态。	complete
33	非常苦的药草。能让1只濒死的宝可；梦回复所有HP。	complete
34	能让宝可梦学会的其中1个招式回复；10PP。	complete
35	能让宝可梦学会的其中1个招式回复；所有PP。	complete
36	能让宝可梦学会的4个招式各回复10；PP。	complete
37	能让宝可梦学会的4个招式回复所有；PP。	complete
38	釜炎特产的仙贝。能治愈1只宝可梦；的所有异常状态。	complete
39	以蓝色玻璃制成的哨子。可以治愈睡；眠状态。	complete
40	以黄色玻璃制成的哨子。可以治愈混；乱状态。	complete
41	以红色玻璃制成的哨子。可以治愈着；迷状态。	complete
42	以黑色玻璃制成的哨子。在使用的地；方更容易遇到强大的宝可梦。	complete
43	以白色玻璃制成的哨子。在使用的地；方更容易遇到弱小的宝可梦。	complete
44	100%树果果汁。能让1只宝可梦；回复20HP。	complete
45	能让陷入濒死的全部宝可梦回复所有；HP。	complete
46	在浅滩洞穴这地方找到的海盐。	complete
47	在浅滩洞穴这地方找到的贝壳。	complete
48	红色的小碎片。好像是以前制作的某；道具的一部分。	complete
49	蓝色的小碎片。好像是以前制作的某；道具的一部分。	complete
50	黄色的小碎片。好像是以前制作的某；道具的一部分。	complete
51	绿色的小碎片。好像是以前制作的某；道具的一部分。	complete
52	卡吉镇特产的馒头。能治愈1只宝可；梦的所有异常状态。	complete
53	百代不为人知的特产。能治愈1只宝；可梦的所有异常状态。	complete
54	飞云市特产的冰淇淋。能治愈1只宝；可梦的所有异常状态。	complete
55	可以改变宝可梦特性的膏药。给拥有；常见特性的宝可梦使用后，其特性会；转变为稀有特性。	complete
56	娑罗市特产的沙布蕾。能治愈1只宝；可梦的所有异常状态。	complete
57	用于宝可梦的道具。能稍微提高1只；宝可梦的HP的基础点数。	complete
58	用于宝可梦的道具。能稍微提高1只；宝可梦的攻击的基础点数。	complete
59	用于宝可梦的道具。能稍微提高1只；宝可梦的防御的基础点数。	complete
60	用于宝可梦的道具。能稍微提高1只；宝可梦的特攻的基础点数。	complete
61	用于宝可梦的道具。能稍微提高1只；宝可梦的特防的基础点数。	complete
62	用于宝可梦的道具。能稍微提高1只；宝可梦的速度的基础点数。	complete
63	宝可梦的营养饮料。能提高1只宝可；梦的HP的基础点数。	complete
64	宝可梦的营养饮料。能提高1只宝可；梦的攻击的基础点数。	complete
65	宝可梦的营养饮料。能提高1只宝可；梦的防御的基础点数。	complete
66	宝可梦的营养饮料。能提高1只宝可；梦的速度的基础点数。	complete
67	宝可梦的营养饮料。能提高1只宝可；梦的特攻的基础点数。	complete
68	充满能量的糖果。将它交给宝可梦后，；1只宝可梦的等级仅会提高1。	complete
69	能让宝可梦学会的其中1个招式的PP；最大值少量提高。	complete
70	宝可梦的营养饮料。能提高1只宝可；梦的特防的基础点数。	complete
71	能将宝可梦学会的其中1个招式的PP；最大值提至最高。	complete
72	如果用于有着2种特性的宝可梦，；就能令其现有特性变为另一种的胶囊。	complete
73	在战斗中，5回合内不让我方能力降；低的道具。	complete
74	击中要害的几率会大幅提高。只能使；用1次。离场后，效果便会消失。	complete
75	大幅提高战斗中宝可梦攻击的道具。；离场后，效果便会消失。	complete
76	大幅提高战斗中宝可梦防御的道具。；离场后，效果便会消失。	complete
77	大幅提高战斗中宝可梦速度的道具。；离场后，效果便会消失。	complete
78	大幅提高战斗中宝可梦命中的道具。；离场后，效果便会消失。	complete
79	大幅提高战斗中宝可梦特攻的道具。；离场后，效果便会消失。	complete
80	能吸引宝可梦注意的道具。在和野生；宝可梦的战斗中绝对可以逃走。	complete
81	能吸引宝可梦注意的道具。在和野生；宝可梦的战斗中绝对可以逃走。	complete
82	阿罗拉特产的油炸面包。能治愈1只；宝可梦的所有异常状态。	complete
83	弱小的野生宝可梦将完全不会出现。；效果比除虫喷雾更持久。	complete
84	弱小的野生宝可梦将完全不会出现。；效果比白银喷雾更持久。	complete
85	结实的长绳。可以从洞窟或迷宫中脱；身。能够反复使用。	complete
86	使用后，在较短的一段时间内，弱小；的宝可梦将完全不会出现。	complete
87	能用来代替通讯进化的道具。	complete
88	某种护具。非常坚硬而且沉重。某种；宝可梦很喜欢它。	complete
89	积蓄着庞大电气力量的箱子。某种宝；可梦很喜欢它。	complete
90	积蓄着庞大熔岩能量的箱子。某种宝；可梦很喜欢它。	complete
91	内部储存了奇怪信息的透明机器。制；造者不明。	complete
92	蕴含着惊人强大灵力的布。某种宝可；梦很喜欢它。	complete
93	能让某些特定宝可梦进化的神奇石头。；像太阳一样赤红。	complete
94	能让某些特定宝可梦进化的神奇石头。；像夜空一样乌黑。	complete
95	能让某些特定宝可梦进化的神奇石头。；看上去是橙黄色的。	complete
96	能让某些特定宝可梦进化的神奇石头。；有着闪电般的花纹。	complete
97	能让某些特定宝可梦进化的神奇石头。；看上去是澄蓝色的。	complete
98	能让某些特定宝可梦进化的神奇石头。；有着叶子般的花纹。	complete
99	能让某些特定宝可梦进化的神奇石头。；像光芒一样耀眼。	complete
100	能让某些特定宝可梦进化的神奇石头。；像黑夜一般漆黑。	complete
101	能让某些特定宝可梦进化的神奇石头。；像眼眸一般光彩动人。	complete
102	能让某些特定宝可梦进化的神奇石头。；有着雪花般的花纹。	complete
103	珍稀的小蘑菇。在一些爱好者中有着；相当高的人气。	complete
104	珍稀的大蘑菇。在一些爱好者中有着；非常高的人气。	complete
105	能让附近一带芳香四溢的珍稀蘑菇。；可以在商店高价出售。	complete
106	散发着美丽银辉且有点小的珍珠。可；以在商店低价出售。	complete
107	散发着美丽银辉且相当大颗的珍珠。；可以在商店高价出售。	complete
108	手感细腻且十分美丽的红色沙子。可；以在商店低价出售。	complete
109	闪着红光且十分美丽的宝石碎片。可；以在商店高价出售。	complete
110	闪着金光，以纯金制成的珠子。可以；在商店高价出售。	complete
111	有着美丽心形外形且非常珍稀的鳞片。；有些人收到会很高兴。	complete
112	在宝可梦考古学上非常贵重的骨头。；可以在商店高价出售。	complete
113	散发着美丽银辉且非常大颗的珍珠。；可以在商店高价出售。	complete
114	彗星临近时，掉落到地表上的碎片。；可以在商店高价出售。	complete
115	以纯金制成，闪着金光的大珠子。可；以在商店高价出售。	complete
116	宝可梦采集的清甜芬芳的花蜜。可在；商店里廉价出售。	complete
117	仅仅只是漂亮，没有任何效果，极其；普通的羽毛。	complete
118	能让某些特定宝可梦进化的神奇石头。；像珠子一般圆润。	complete
119	尖锐的爪子。携带后，招式会变得容；易击中要害。	complete
120	尖锐的牙齿。携带后，在给予伤害时，；有时会让对手畏缩。	complete
121	印有蛇纹熊的信纸，可以让宝可梦携；带。	complete
122	印有长翅鸥的信纸，可以让宝可梦携；带。	complete
123	印有皮卡丘的信纸，可以让宝可梦携；带。	complete
124	印有小磁怪的信纸，可以让宝可梦携；带。	complete
125	印有懒人獭的信纸，可以让宝可梦携；带。	complete
126	印有吼吼鲸的信纸，可以让宝可梦携；带。	complete
127	一张能显示持有者的图像的信纸，可；以让宝可梦携带。	complete
128	印有夜巡灵的信纸，可以让宝可梦携；带。	complete
129	印有美丽花的信纸，可以让宝可梦携；带。	complete
130	一张能显示持有者的图像的信纸，可；以让宝可梦携带。	complete
131	一张华丽的信纸，可以让宝可梦携带。	complete
132	印有三种宝可梦的信纸，可以让宝可；梦携带。	complete
133	让宝可梦携带后，可以治愈麻痹。	complete
134	让宝可梦携带后，可以治愈睡眠。	complete
135	让宝可梦携带后，可以治愈中毒。	complete
136	让宝可梦携带后，可以治愈灼伤。	complete
137	让宝可梦携带后，可以治愈冰冻。	complete
138	让宝可梦携带后，可以回复10PP。	complete
139	让宝可梦携带后，可以回复10HP。	complete
140	让宝可梦携带后，可以自己治好混乱；状态。	complete
141	让宝可梦携带后，可以治愈所有异常；状态。	complete
142	让宝可梦携带后，可以回复少量HP。	complete
143	让宝可梦携带后，危机时可以回复HP。；如果讨厌这味道就会混乱。	complete
144	让宝可梦携带后，危机时可以回复HP。；如果讨厌这味道就会混乱。	complete
145	让宝可梦携带后，危机时可以回复HP。；如果讨厌这味道就会混乱。	complete
146	让宝可梦携带后，危机时可以回复HP。；如果讨厌这味道就会混乱。	complete
147	让宝可梦携带后，危机时可以回复HP。；如果讨厌这味道就会混乱。	complete
148	用于制作宝可方块，制作出来的宝可；方块可用来打聚强壮。	complete
149	用于制作宝可方块，制作出来的宝可；方块可用来打聚美丽。	complete
150	捕捉宝可梦时，把这树果交给宝可梦；就能稍微平复一下对方的情绪。	complete
151	用于制作宝可方块，制作出来的宝可；方块可用来打聚聪明。	complete
152	用于制作宝可方块，制作出来的宝可；方块可用来打聚强壮。	complete
153	宝可梦会变得非常容易和训练家亲密，；但HP的基础点数会降低。	complete
154	宝可梦会变得非常容易和训练家亲密，；但攻击的基础点数会降低。	complete
155	宝可梦会变得非常容易和训练家亲密，；但防御的基础点数会降低。	complete
156	宝可梦会变得非常容易和训练家亲密，；但特攻的基础点数会降低。	complete
157	宝可梦会变得非常容易和训练家亲密，；但特防的基础点数会降低。	complete
158	宝可梦会变得非常容易和训练家亲密，；但速度的基础点数会降低。	complete
159	用于制作宝可方块，制作出来的宝可；方块可用来打聚美丽。	complete
160	用于制作宝可方块，制作出来的宝可；方块可用来打聚可爱。	complete
161	用于制作宝可方块，制作出来的宝可；方块可用来打聚聪明。	complete
