0	0	0	0	0	141912224	0	0	1	4	134881849	0	0	0
1	1	0	0	0	141912230	0	0	3	0	0	2	134880797	0
2	2	800	0	0	141912269	0	0	3	1	0	2	134880797	1
3	3	600	0	0	141912320	0	0	3	2	0	2	134880797	2
4	4	200	0	0	141912371	0	0	3	3	0	2	134880797	3
5	5	0	0	0	141912422	0	0	3	4	0	2	134880797	4
6	6	1000	0	0	141912489	0	0	3	5	0	2	134880797	5
7	7	1000	0	0	141912546	0	0	3	6	0	2	134880797	6
8	8	1000	0	0	141912603	0	0	3	7	0	2	134880797	7
9	9	1000	0	0	141912659	0	0	3	8	0	2	134880797	8
10	10	1000	0	0	141912714	0	0	3	9	0	2	134880797	9
11	11	1000	0	0	141912772	0	0	3	10	0	2	134880797	10
12	12	200	0	0	141912831	0	0	3	11	0	2	134880797	11
13	13	75	0	20	141912868	0	0	1	1	134878945	1	134881213	0
14	14	50	0	0	141912904	0	0	1	1	134878945	1	134881213	0
15	15	50	0	0	141912944	0	0	1	1	134878945	1	134881213	0
16	16	50	0	0	141912984	0	0	1	1	134878945	1	134881213	0
17	17	50	0	0	141913024	0	0	1	1	134878945	1	134881213	0
18	18	50	0	0	141913064	0	0	1	1	134878945	1	134881213	0
19	19	500	0	255	141913104	0	0	1	1	134878945	1	134881213	0
20	20	400	0	255	141913149	0	0	1	1	134878945	1	134881213	0
21	21	300	0	200	141913187	0	0	1	1	134878945	1	134881213	0
22	22	150	0	50	141913224	0	0	1	1	134878945	1	134881213	0
23	23	100	0	0	141913260	0	0	1	1	134878945	1	134881213	0
24	24	400	0	0	141913304	0	0	1	1	134878945	1	134881213	0
25	25	4000	0	0	141913352	0	0	1	1	134878945	1	134881213	0
26	26	200	0	50	141913400	0	0	1	1	134878945	1	134881213	0
27	27	300	0	60	141913440	0	0	1	1	134878945	1	134881213	0
28	28	350	0	80	141913482	0	0	1	1	134878945	1	134881213	0
29	29	600	0	100	141913522	0	0	1	1	134878945	1	134881213	0
30	30	500	0	0	141913565	0	0	1	1	134878945	1	134881213	0
31	31	1200	0	0	141913603	0	0	1	1	134878945	1	134881213	0
32	32	300	0	0	141913640	0	0	1	1	134878945	1	134881213	0
33	33	2800	0	0	141913686	0	0	1	1	134878945	1	134881213	0
34	34	1200	0	10	141913732	0	0	1	1	134878973	1	134881269	0
35	35	2000	0	255	141913771	0	0	1	1	134878973	1	134881269	0
36	36	3000	0	10	141913812	0	0	1	1	134878973	1	134881269	0
37	37	4500	0	255	141913849	0	0	1	1	134878973	1	134881269	0
38	38	350	0	0	141913886	0	0	1	1	134878945	1	134881213	0
39	39	100	0	0	141913934	0	0	1	1	134878945	1	134881213	0
40	40	300	0	0	141913975	0	0	1	1	134881849	1	134881213	0
41	41	200	0	0	141914016	0	0	1	1	134881849	1	134881213	0
42	42	400	0	50	141914057	0	0	1	1	134879893	0	0	0
43	43	500	0	150	141914116	0	0	1	1	134879893	0	0	0
44	44	100	1	20	141914175	0	0	1	1	134878945	1	134881213	0
45	45	200	0	0	141914213	0	0	1	1	134879085	0	0	0
46	46	20	0	0	141914251	0	0	1	4	134881849	0	0	0
47	47	20	0	0	141914279	0	0	1	4	134881849	0	0	0
48	48	1000	0	0	141914307	0	0	1	4	134881849	0	0	0
49	49	1000	0	0	141914354	0	0	1	4	134881849	0	0	0
50	50	1000	0	0	141914401	0	0	1	4	134881849	0	0	0
51	51	1000	0	0	141914448	0	0	1	4	134881849	0	0	0
52	52	350	0	0	141914495	0	0	1	1	134878945	1	134881213	0
53	53	350	0	0	141914545	0	0	1	1	134878945	1	134881213	0
54	54	350	0	0	141914597	0	0	1	1	134878945	1	134881213	0
55	55	5000	0	1	141914649	0	0	1	1	151740273	0	134217728	0
56	56	350	0	0	141914729	0	0	1	1	134878945	1	134881213	0
57	57	300	0	0	141914781	0	0	1	1	134878945	0	0	0
58	58	300	0	0	141914835	0	0	1	1	134878945	0	0	0
59	59	300	0	0	141914891	0	0	1	1	134878945	0	0	0
60	60	300	0	0	141914947	0	0	1	1	134878945	0	0	0
61	61	300	0	0	141915003	0	0	1	1	134878945	0	0	0
