1	0BF50F7102260226030B0D78012C057F0C1BFE030F0A2102D203790C1B074A0E5B046D058437FF
2	0F7103E90870030B0C1B02F40A590E1F0379FE0C1B074A0E5B046D0584370B5D0F270584FE10A10EF104CC37FF
3	0F71087F0544012C10390A2102D203790C1BFE074A0E5B046D058437087F0E83046D0584FEA31092A602AE37FF
4	0F710B2D0D1F0A0A0CCF0142030B0A1602D2FE03790C1B074A0E5B046D058437087F0E83FE046D0584A31092A602AE37FF
5	0F710266093408790892030B0B2D0D1F046DFE058403790C1B37FF
6	0E1F03790C1B030B0BCB0CE60D1E10910E2CFE0742018F074A0E5B046D0584371030035CFE052207D70F2409B903040AC737FF
7	0F7102660934057D0ECF030B0B2D0D1F046DFE058403790C1B370F7E0BED056E0B430379FE0C1B0E0A0B6B10F50BA910E30CAD37FF
8	0F710266093404D40AB3030B0B2D0D1F046DFE058403790C1B370F7E0BED056E0B430379FE0C1B0E0A0B6B01B6035810E30CAD37FF
9	0F7102660934032E08CA030B0B2D0D1F046DFE058403790C1B370F7E0BED056E0B430379FE0C1B0E0A0B6B0923019110E30CAD37FF
10	0F7105CC0F600AEB0DA4018503E90870030BFE10D5110B10D403790C1B074A0E5B046D058437FF
11	05F403790C1B02B30890020405BB10D03BFE04620F960BA904CC37FF
12	0F7102D30AC8110B057F05DF02F4030F05BBFE037403790C1B074A0E5B046D058437108CFE0EF1099410A1077D056E0F0B058401B10C6337FF
13	1097100103EA107F0B503B0F880321A30565FE04F5046D058403790C1B370B5D0F270584FE10A10EF104CC37FF
14	058F08A5031F0D020AAB10300DAE0CE20449FE0AB30C0B3702D304050CE20449110C05A5FE030B046D058437FF
15	0F71088002F4057F10D5110B030F0AE91029FE03790C1B074A0E5B046D058437FF
16	0F710263015105F404960AAB030B080803EAFE0DD20E1F03790C1B074A0E5B046D058437FF
17	02D302D3031F102C07B80958086B030B0263FE01513B05F40A9F10E10E1F03790C1B074AFE0E5B046D058437FF
18	029503CC03790C1B3B0AD8109708220522FE0175016307D709660BAD0223370B6704C3FE03790C1B0D700F000BD8016307D709663BFE1030035C05F41082072507330C3D37FF
19	0321A2056504F503CC0BAD0CED07E33BFE0321A3056504F5046D058403790C1B37FF
20	0BF50F7102260226030B0BCB0CE6057F0CDAFE0935030F3B0FE6A51092A6056504F509D0FE0152074603790C1B074A0E5B046D058437FF
21	0BF50F7102260226030B0D78012C057F0CDAFE0935030F0C4702D203790C1B074A0E5B046DFE058437FF
22	0F710B670D14019B110B01420D4C0B1C039DFE0DDC0226030B0CDA09350C4702D203790C1BFE074A0E5B046D058437FF
23	0F7102D3071701E30CA503790C1B074A0E5BFE046D0584370F7E0BED056E0BF503790C1BFE0D7D0C9837FF
24	0F71A3108C07170CE003CC03790C1B074A0E5BFE046D058437087F0E83A302AE04620F96FE0BA904CC37FF
25	0BF50278087902D30DA40B10030B10A90CE0FE0CE003CC03790C1B074A0E5B046D058437FF
26	0BF5027804490449030B0CDB07E30CE0046DFE058403790C1B370B6704C30CE00A661007FE110C05A5056E0C2103040BA904CC37FF
27	0F0B019C0BF50BCB0CE608030C7C0E8810D93BFE0F0B019C0CE003CC03790C1B074A0E5B046DFE0584370F7E0BED056E0BF503790C1B0D7DFE0C9837FF
28	0E1F03790C1B08860BAD0A7E0B91110B3BFE02B3039D07070314099410A1090437FF
29	05F40D1F0BCA02783B01871082031F0A86FE0E1F03790C1B074A0E5B046D0584370F7EFE0BED056E0BF503790C1B0D7D0C9837FF
30	0F7105CD0B71030B0719046D058403790C1B37FF
