1	65	0	0
2	65	0	0
3	65	0	0
4	66	0	0
5	66	0	0
6	66	0	0
7	67	0	0
8	67	0	0
9	67	0	0
10	19	50	0
11	61	61	0
12	14	99	0
13	19	50	0
14	61	61	0
15	68	85	0
16	51	89	0
17	51	89	0
18	51	89	0
19	62	50	0
20	62	50	0
21	51	85	0
22	51	85	0
23	22	61	0
24	22	61	0
25	9	31	0
26	9	31	0
27	8	124	0
28	8	124	0
29	38	94	0
30	38	94	0
31	38	92	0
32	38	94	0
33	38	94	0
34	38	92	0
35	56	115	0
36	150	115	0
37	18	70	0
38	18	70	0
39	56	146	0
40	56	146	0
41	39	102	0
42	39	102	0
43	34	50	0
44	34	20	0
45	34	27	0
46	27	98	0
47	27	98	0
48	99	14	0
49	99	144	0
50	71	8	0
51	71	8	0
52	82	82	0
53	7	82	0
54	15	15	0
55	11	44	0
56	72	147	0
57	72	147	0
58	22	18	0
59	22	18	0
60	11	11	0
61	11	11	0
62	11	11	0
63	28	39	0
64	28	39	0
65	28	39	0
66	126	62	0
67	126	62	0
68	126	62	0
69	34	0	0
70	34	0	0
71	34	0	0
72	29	64	0
73	29	64	0
74	5	69	0
75	5	69	0
76	5	69	0
77	18	49	0
78	18	49	0
79	12	86	0
80	7	7	0
81	5	42	0
82	5	42	0
83	51	39	0
84	110	48	0
85	110	48	0
86	47	107	0
87	47	47	0
88	60	60	0
89	60	60	0
90	79	75	0
91	79	75	0
92	26	0	0
93	26	0	0
94	120	0	0
95	5	69	0
96	15	39	0
97	15	39	0
98	52	75	0
99	52	75	0
100	43	9	0
101	43	9	0
102	34	0	0
103	34	0	0
104	69	31	0
105	69	31	0
106	91	7	0
107	93	51	0
108	12	12	0
109	26	0	0
110	26	0	0
111	69	31	0
112	69	31	0
113	32	30	0
114	34	86	0
115	39	39	0
116	85	85	0
117	38	85	0
118	41	31	0
119	41	31	0
120	35	30	0
121	125	30	0
122	101	43	0
123	82	68	0
124	12	98	0
125	9	72	0
126	49	72	0
127	52	118	0
128	22	92	0
129	44	44	0
130	22	118	0
131	11	75	0
132	7	0	0
133	50	91	0
134	11	107	0
135	10	112	0
136	18	62	0
137	138	51	0
138	75	75	0
139	75	75	0
140	33	4	0
141	4	4	0
142	46	69	0
143	47	17	0
144	46	0	0
145	46	0	0
146	46	0	0
147	61	63	0
148	61	63	0
149	39	81	0
150	46	0	0
151	28	0	0
152	65	0	0
153	65	0	0
154	65	0	0
155	66	0	0
156	66	0	0
157	66	0	0
158	67	0	0
159	67	0	0
160	67	0	0
161	151	39	0
162	151	39	0
163	151	151	0
164	151	132	0
165	68	48	0
166	68	93	0
167	68	15	0
168	85	15	0
169	39	102	0
170	10	11	0
171	10	11	0
172	9	31	0
173	56	115	0
174	56	146	0
175	32	84	0
176	32	84	0
177	28	90	0
178	28	90	0
179	9	0	0
180	9	0	0
181	9	0	0
182	34	108	0
183	47	37	0
184	47	37	0
185	5	69	0
186	11	2	0
187	34	102	0
188	34	102	0
189	34	102	0
190	79	55	0
191	34	48	0
192	34	96	0
193	3	14	0
194	150	150	0
195	150	150	0
196	28	90	0
197	28	39	0
198	84	87	0
199	12	86	0
200	26	0	0
201	26	0	0
202	23	0	0
203	39	48	0
204	5	114	0
205	5	114	0
206	32	50	0
207	8	52	0
208	5	69	0
209	22	50	0
210	22	112	0
211	38	22	0
212	82	68	0
213	5	0	0
214	62	118	0
215	39	51	0
216	62	112	0
217	62	112	0
218	40	49	0
219	40	49	0
220	109	47	0
221	109	47	0
222	30	86	0
223	85	85	0
224	21	85	0
225	72	55	0
226	44	11	0
227	5	51	0
228	48	18	0
229	48	18	0
230	63	85	0
231	91	8	0
232	5	8	0
233	103	103	0
234	22	22	0
235	20	106	0
236	72	62	0
237	22	82	0
238	12	107	0
239	9	72	0
